program_name,required_subjects,expanded_score_dict,group,score_dict
國立中山大學 材料與光電科學學系,"['國英', '數A自']","{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,"{'國英': 24.0, '數A自': 24.33692479908056}"
國立中山大學 材料與光電科學學系全英語組,"['英', '數A自']","{'英': 11, '數A': 12, '自': 12}",工程,"{'英': 11.0, '數A自': 23.12838017740918}"
國立中山大學 機械與機電工程學系,"['數A', '自', '英數A自']","{'數A': 10, '自': 10, '英': 10}",工程,"{'數A': 10.785202098735192, '自': 12.804193551610998, '英數A自': 31.0}"
國立中山大學 機械與機電工程學系全英語組,"['數A', '自', '英數A自']","{'數A': 11, '自': 11, '英': 11}",工程,"{'數A': 9.043812217143111, '自': 12.40133103915183, '英數A自': 32.0}"
國立中山大學 海洋環境及工程學系,['數A自'],"{'數A': 11, '自': 11}",工程,{'數A自': 22.68794686014473}
國立中山大學 海洋生物科技暨資源學系,"['英', '自']","{'英': 11, '自': 11}",工程,"{'英': 10.665552625212776, '自': 10.686016618118035}"
國立中山大學 海洋科學系,"['英', '數A', '自']","{'英': 9, '數A': 10, '自': 10}",地球環境,"{'英': 9.0, '數A': 9.555555555555555, '自': 9.555555555555555}"
國立中山大學 物理學系,['英數A自'],"{'英': 11, '數A': 11, '自': 11}",數理化,{'英數A自': 34.01426076942781}
國立中山大學 物理學系量子科技組(全英),['英數A自'],"{'英': 11, '數A': 11, '自': 11}",工程,{'英數A自': 33.64981147849663}
國立中山大學 生物科學系,"['英', '數A', '自']","{'英': 8, '數A': 7, '自': 12}",生物資源,"{'英': 8.0, '數A': 6.578877930452644, '自': 11.908555311462862}"
國立中山大學 生物科學系英語組,"['英數A', '自']","{'英': 8, '數A': 8, '自': 15}",生物資源,"{'英數A': 15.139032227449588, '自': 14.891343070894193}"
國立中山大學 生物醫學科技學系全英語學士班生物醫學組,"['英自', '數A']","{'英': 10, '自': 10, '數A': 10}",醫藥衛生,"{'英自': 19.0, '數A': 9.5}"
國立中山大學 生物醫學科技學系全英語學士班生醫工程組,"['英自', '數A']","{'英': 9, '自': 9, '數A': 9}",醫藥衛生,"{'英自': 18.666666666666668, '數A': 9.333333333333334}"
國立中山大學 社會學系,['社'],{'社': 13},社會心理,{'社': 13.0}
國立中山大學 財務管理學系,"['英', '數A']","{'英': 12, '數A': 9}",管理,"{'英': 11.846425562920569, '數A': 9.288813031578533}"
國立中山大學 資訊工程學系,"['國', '英數A', '自', '國英數A自']","{'國': 13, '英': 13, '數A': 13, '自': 13}",工程,"{'國': 11.0, '英數A': 24.0, '自': 13.042037762736015, '國英數A自': 50.27082062353805}"
國立中山大學 資訊工程學系全英語學士班,"['數A', '自', '國英數A自']","{'數A': 12, '自': 12, '國': 12, '英': 12}",工程,"{'數A': 12.132297874584674, '自': 10.939765458422174, '國英數A自': 48.20830361913547}"
國立中山大學 資訊管理學系,['國英數A'],"{'國': 12, '英': 12, '數A': 12}",資訊,{'國英數A': 35.9805024643216}
國立中山大學 電機工程學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 38.722701899650176}
國立中山大學 電機工程學系全英語組,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 38.0}
國立中正大學 中國文學系,"['國', '英', '社']","{'國': 14, '英': 9, '社': 9}",文史哲,"{'國': 14.0, '英': 9.0, '社': 9.0}"
國立中正大學 企業管理學系,"['國', '英', '數B']","{'國': 11, '英': 12, '數B': 8}",管理,"{'國': 10.684146377711963, '英': 12.06018234451369, '數B': 8.140561918969585}"
國立中正大學 傳播學系,"['國', '英', '社']","{'國': 13, '英': 11, '社': 11}",大眾傳播,"{'國': 13.0, '英': 10.658794833410568, '社': 11.36677896138348}"
國立中正大學 勞工關係學系,"['英', '數B', '社']","{'英': 10, '數B': 8, '社': 10}",社會心理,"{'英': 10.22222222222222, '數B': 8.318228096633884, '社': 10.22222222222222}"
國立中正大學 化學工程學系,"['數A', '自', '數A自']","{'數A': 14, '自': 14}",工程,"{'數A': 11.015406713957464, '自': 12.49790379317624, '數A自': 27.0}"
國立中正大學 化學暨生物化學系,"['英自', '數A']","{'英': 11, '自': 11, '數A': 10}",數理化,"{'英自': 22.664286510428592, '數A': 10.428824721226038}"
國立中正大學 哲學系,"['英', '數B']","{'英': 10, '數B': 6}",文史哲,"{'英': 10.329397416705286, '數B': 6.007511305213928}"
國立中正大學 地球與環境科學系,"['英', '數A', '自']","{'英': 8, '數A': 7, '自': 13}",地球環境,"{'英': 8.0, '數A': 7.0, '自': 13.11470178672064}"
國立中正大學 外國語文學系,['英'],{'英': 14},文史哲,{'英': 14.114020032496231}
國立中正大學 心理學系,"['英數A', '自']","{'英': 11, '數A': 11, '自': 10}",社會心理,"{'英數A': 22.33232690205266, '自': 10.001724113030072}"
國立中正大學 成人及繼續教育學系,"['國', '英', '社']","{'國': 12, '英': 11, '社': 9}",教育,"{'國': 12.404915769751332, '英': 10.913591606730447, '社': 9.367458688395988}"
國立中正大學 政治學系,"['英', '數B', '社']","{'英': 12, '數B': 7, '社': 12}",法政,"{'英': 11.658794833410568, '數B': 6.516376932045111, '社': 12.333887188371168}"
國立中正大學 數學系,"['英', '數A', '自']","{'英': 8, '數A': 11, '自': 10}",數理化,"{'英': 8.0, '數A': 11.0, '自': 10.0}"
國立中正大學 會計與資訊科技學系,"['國', '英']","{'國': 11, '英': 11}",工程,"{'國': 11.33516841409726, '英': 11.1581461072524}"
國立中正大學 機械工程學系光機電整合工程組,['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 49.086032303979394}
國立中正大學 機械工程學系機械工程組,['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 48.09398804466272}
國立中正大學 歷史學系,"['國', '英', '社']","{'國': 11, '英': 8, '社': 14}",文史哲,"{'國': 11.320679245549728, '英': 8.0, '社': 13.709783853560404}"
國立中正大學 法律學系法制組,"['國', '英', '社']","{'國': 12, '英': 12, '社': 12}",法政,"{'國': 11.75, '英': 11.75, '社': 11.75}"
國立中正大學 法律學系法學組,"['國', '英', '社']","{'國': 12, '英': 12, '社': 12}",法政,"{'國': 11.833333333333334, '英': 11.833333333333334, '社': 11.833333333333334}"
國立中正大學 物理學系,"['英', '數A', '自']","{'英': 8, '數A': 11, '自': 9}",數理化,"{'英': 8.371447789692459, '數A': 11.3664596141346, '自': 8.77400102481959}"
國立中正大學 犯罪防治學系,"['國英', '數B', '社']","{'國': 12, '英': 12, '數B': 8, '社': 11}",社會心理,"{'國英': 24.724484456019745, '數B': 7.656022466037181, '社': 10.666112811628832}"
國立中正大學 生物醫學科學系,"['英', '自', '國英數A自']","{'英': 11, '自': 11, '國': 11, '數A': 11}",醫藥衛生,"{'英': 10.0, '自': 11.0, '國英數A自': 45.40076530014772}"
國立中正大學 社會福利學系,"['數B', '社', '國英']","{'數B': 8, '社': 11, '國': 10, '英': 10}",社會心理,"{'數B': 7.998591563539409, '社': 10.64916895010102, '國英': 20.0}"
國立中正大學 紫荊不分系學士學位學程,"['國', '英']","{'國': 13, '英': 7}",跨領域,"{'國': 13.0, '英': 7.321511461748565}"
國立中正大學 經濟學系,"['國', '英', '數B']","{'國': 12, '英': 10, '數B': 11}",財經,"{'國': 12.33119708427706, '英': 10.329397416705286, '數B': 11.25234460259787}"
國立中正大學 財務金融學系,"['英', '國英']","{'英': 12, '國': 12}",管理,"{'英': 11.267448613813697, '國英': 23.2}"
國立中正大學 財經法律學系,"['國英', '社', '國英數B社']","{'國': 12, '英': 12, '社': 12, '數B': 12}",法政,"{'國英': 22.173453368059224, '社': 11.708333333333334, '國英數B社': 48.16846277666088}"
國立中正大學 資訊工程學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 38.0}
國立中正大學 資訊管理學系,"['英', '數A']","{'英': 14, '數A': 7}",資訊,"{'英': 14.0, '數A': 7.431350337805194}"
國立中正大學 通訊工程學系,['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 49.36789774820775}
國立中正大學 電機工程學系,"['數A', '國英數A自']","{'數A': 13, '國': 13, '英': 13, '自': 13}",工程,"{'數A': 8.685378916507029, '國英數A自': 50.3533735951773}"
國立中興大學 中國文學系,"['國', '英']","{'國': 13, '英': 8}",文史哲,"{'國': 12.949027945796788, '英': 8.30714887415887}"
國立中興大學 企業管理學系,"['國社', '英', '數B']","{'國': 12, '社': 12, '英': 13, '數B': 34}",管理,"{'國社': 24.11111111111111, '英': 13.176884064523923, '數B': 33.54414337158489}"
國立中興大學 動物科學系,"['國英數A', '自']","{'國': 10, '英': 10, '數A': 10, '自': 12}",生物資源,"{'國英數A': 30.464298191533977, '自': 12.11470178672064}"
國立中興大學 化學工程學系,"['英', '數A', '自']","{'英': 13, '數A': 13, '自': 12}",工程,"{'英': 13.0, '數A': 13.11111111111111, '自': 12.11111111111111}"
國立中興大學 化學系,"['英', '數A', '自']","{'英': 10, '數A': 10, '自': 14}",數理化,"{'英': 10.2641990766908, '數A': 10.331787341133635, '自': 13.686016618118035}"
國立中興大學 台灣人文創新學士學位學程,"['國', '英', '社']","{'國': 13, '英': 10, '社': 11}",文史哲,"{'國': 13.0, '英': 9.653744875328629, '社': 10.79666561087244}"
國立中興大學 國際農企業學士學位學程,"['英', '自']","{'英': 11, '自': 9}",生物資源,"{'英': 11.299049822737876, '自': 9.371851466032613}"
國立中興大學 園藝學系,"['英', '自']","{'英': 8, '自': 11}",生物資源,"{'英': 8.095882800107347, '自': 11.371851466032613}"
國立中興大學 土壤環境科學系,"['英', '自']","{'英': 9, '自': 11}",地球環境,"{'英': 9.17472446380538, '自': 11.0}"
國立中興大學 土木工程學系,"['數A自', '英數A自']","{'數A': 11, '自': 11, '英': 11}",工程,"{'數A自': 20.337906005634807, '英數A自': 34.0}"
國立中興大學 外國語文學系,"['國', '英']","{'國': 12, '英': 14}",文史哲,"{'國': 12.0, '英': 14.0}"
國立中興大學 應用數學系應用數學組,"['英', '數A', '自']","{'英': 10, '數A': 11, '自': 6}",數理化,"{'英': 9.92387079184343, '數A': 10.727617441567856, '自': 5.632466452915319}"
國立中興大學 應用數學系數據科學與計算組,"['英', '數A', '自']","{'英': 11, '數A': 11, '自': 11}",數理化,"{'英': 11.40013032271102, '數A': 10.66764799391747, '自': 11.0}"
國立中興大學 應用數學系數據科學與計算組(資安組),"['英', '數A', '英數A自']","{'英': 11, '數A': 11, '自': 11}",數理化,"{'英': 9.661796465773364, '數A': 12.58966541244063, '英數A自': 31.875}"
國立中興大學 應用經濟學系,"['英', '數A', '國英數A']","{'英': 11, '數A': 11, '國': 11}",財經,"{'英': 13.114020032496144, '數A': 9.0, '國英數A': 31.69011309636612}"
國立中興大學 昆蟲學系,"['國', '英自']","{'國': 11, '英': 10, '自': 10}",生物資源,"{'國': 11.0, '英自': 20.975875599770745}"
國立中興大學 景觀與遊憩學士學位學程,"['國', '英', '國英']","{'國': 11, '英': 11}",建築設計,"{'國': 11.0, '英': 8.0, '國英': 21.423797155098928}"
國立中興大學 智慧創意工程學士學位學程,"['英數A', '自']","{'英': 10, '數A': 10, '自': 13}",工程,"{'英數A': 21.0, '自': 12.80454723161382}"
國立中興大學 會計學系,"['英', '社', '國英數A社']","{'英': 10, '社': 10, '國': 10, '數A': 10}",管理,"{'英': 12.13372430690685, '社': 11.38888888888889, '國英數A社': 40.0}"
國立中興大學 材料科學與工程學系,"['英', '數A自']","{'英': 14, '數A': 12, '自': 12}",工程,"{'英': 13.663411111900167, '數A自': 24.0}"
國立中興大學 森林學系木材科學組,['自'],{'自': 11},生物資源,{'自': 10.665782344298952}
國立中興大學 森林學系林學組,['自'],{'自': 14},生物資源,{'自': 14.295770461765962}
國立中興大學 植物病理學系,"['英', '自', '國英數A自']","{'英': 11, '自': 11, '國': 11, '數A': 11}",生物資源,"{'英': 8.143824200161022, '自': 9.796825914351851, '國英數A自': 45.17979297155308}"
國立中興大學 機械工程學系,"['英', '數A自']","{'英': 10, '數A': 12, '自': 12}",工程,"{'英': 10.0, '數A自': 25.0}"
國立中興大學 歷史學系,"['國英', '社']","{'國': 11, '英': 11, '社': 14}",文史哲,"{'國英': 21.257708226774486, '社': 14.0}"
國立中興大學 水土保持學系,"['英', '數A', '自', '國英數A自']","{'英': 11, '數A': 11, '自': 11, '國': 11}",生物資源,"{'英': 8.679105701994665, '數A': 7.4857332901983, '自': 9.66251750741795, '國英數A自': 42.89835286606221}"
國立中興大學 法律學系,"['國', '英', '社']","{'國': 14, '英': 14, '社': 15}",法政,"{'國': 13.666666666666666, '英': 13.666666666666666, '社': 14.570470890101552}"
國立中興大學 物理學系一般物理組,"['英', '數A']","{'英': 12, '數A': 10}",數理化,"{'英': 11.99055066698878, '數A': 9.784139168660143}"
國立中興大學 物理學系光電物理組,"['英', '數A']","{'英': 13, '數A': 10}",資訊,"{'英': 12.646856118350854, '數A': 10.031652832903648}"
國立中興大學 獸醫學系,"['英', '英數A自']","{'英': 13, '數A': 13, '自': 13}",醫藥衛生,"{'英': 11.329397416705286, '英數A自': 39.90355552312485}"
國立中興大學 環境工程學系,"['英', '數A自']","{'英': 9, '數A': 12, '自': 12}",工程,"{'英': 8.82527553619462, '數A自': 23.76003410125985}"
國立中興大學 生命科學系,"['英', '自']","{'英': 8, '自': 13}",生命科學,"{'英': 8.0, '自': 12.851054153108343}"
國立中興大學 生物產業機電工程學系,"['英自', '數A']","{'英': 10, '自': 10, '數A': 12}",工程,"{'英自': 20.20241853466191, '數A': 11.581883390955095}"
國立中興大學 生物科技學士學位學程,"['英', '自', '國英自']","{'英': 11, '自': 11, '國': 11}",工程,"{'英': 8.329397416705286, '自': 11.686016618118035, '國英自': 31.83333333333333}"
國立中興大學 行銷學系,"['國', '英']","{'國': 13, '英': 12}",管理,"{'國': 13.0, '英': 12.0}"
國立中興大學 財務金融學系,"['英', '數A', '國英數A社']","{'英': 11, '數A': 11, '國': 11, '社': 11}",管理,"{'英': 14.06018234451369, '數A': 8.294832706220316, '國英數A社': 44.176337874177634}"
國立中興大學 資訊工程學系,"['英自', '數A', '英數A自']","{'英': 12, '自': 12, '數A': 12}",工程,"{'英自': 25.371929632672927, '數A': 11.590740890866956, '英數A自': 37.42857142857143}"
國立中興大學 資訊工程學系(資安組),"['英自', '數A', '英數A自']","{'英': 12, '自': 12, '數A': 12}",工程,"{'英自': 23.0, '數A': 12.0, '英數A自': 35.14285714285714}"
國立中興大學 資訊管理學系,"['國英自', '數A']","{'國': 11, '英': 11, '自': 11, '數A': 13}",資訊,"{'國英自': 31.687832268454112, '數A': 13.330327550159158}"
國立中興大學 農藝學系,"['國', '自', '國英自']","{'國': 9, '自': 9, '英': 9}",生物資源,"{'國': 10.66880291572294, '自': 10.40514581637159, '國英自': 28.0}"
國立中興大學 電機工程學系,['英數A自'],"{'英': 13, '數A': 13, '自': 13}",工程,{'英數A自': 39.34782194387664}
國立中興大學 電機資訊學院學士班,"['英', '數A自']","{'英': 12, '數A': 13, '自': 13}",資訊,"{'英': 11.674213946673875, '數A自': 26.35341144824692}"
國立中興大學 食品暨應用生物科技學系,"['國', '英自']","{'國': 11, '英': 12, '自': 12}",工程,"{'國': 11.312717620074425, '英自': 23.31793383469336}"
國立嘉義大學 中國文學系,"['國', '社']","{'國': 13, '社': 10}",文史哲,"{'國': 13.0, '社': 10.058899348290634}"
國立嘉義大學 企業管理學系,"['國', '英', '數B']","{'國': 9, '英': 10, '數B': 6}",管理,"{'國': 9.0, '英': 10.312348253528176, '數B': 5.606563982022915}"
國立嘉義大學 動物科學系,['英數A自'],"{'英': 10, '數A': 10, '自': 10}",生物資源,{'英數A自': 29.306048280276727}
國立嘉義大學 園藝學系,['自'],{'自': 9},生物資源,{'自': 8.880172114947367}
國立嘉義大學 土木與水資源工程學系,['自'],{'自': 11},工程,{'自': 11.0}
